kanji,count,strokes,translation,kun_readings,on_readings,radical_basis,radical_meaning,kun_romaji,on_romaji
怪,2,8,"suspicious, mystery, apparition","あや.しい, あや.しむ","カイ, ケ",心,heart,"aya.shii, aya.shimu","kai, ke"
解,19,13,"unravel, notes, key, explanation, understanding, untie, undo, solve, answer, cancel, absolve, explain, minute","と.く, と.かす, と.ける, ほど.く, ほぐ.す, わか.る, さと.る","カイ, ゲ",角,horn,"to.ku, to.kasu, to.keru, hodo.ku, hogu.su, waka.ru, sato.ru","kai, ge"
相,18,9,"inter-, mutual, together, each other, minister of state, councillor, aspect, phase, physiognomy",あい-,"ソウ, ショウ",目,eye,ai-,"sou, shou"
説,11,14,"opinion, theory, explanation, rumor",と.く,"セツ, ゼイ",言,speech,to.ku,"setsu, zei"
層,4,14,"stratum, social class, layer, story, floor",None,ソウ,尸,corpse,None,sou
拓,1,8,"clear (the land), open, break up (land)",ひら.く,タク,手,hand,hira.ku,taku
訂,2,9,"revise, correct, decide",ただ.す,テイ,言,speech,tada.su,tei
道,19,12,"road-way, street, district, journey, course, moral, teachings","みち, いう","ドウ, トウ",辵,walk,"michi, iu","dou, tou"
該,1,13,"above-stated, the said, that specific",None,ガイ,言,speech,None,gai
抱,6,8,"embrace, hug, hold in arms","だ.く, いだ.く, かか.える",ホウ,手,hand,"da.ku, ida.ku, kaka.eru",hou
剖,1,10,divide,None,ボウ,刀,knife,None,bou
略,7,11,"abbreviation, omission, outline, shorten, capture, plunder","ほぼ, はぶ.く, おか.す, おさ.める, はかりごと, はか.る",リャク,田,field,"hobo, habu.ku, oka.su, osa.meru, hakarigoto, haka.ru",ryaku
良,10,7,"good, pleasing, skilled","よ.い, -よ.い, い.い, -い.い",リョウ,艮,stopping,"yo.i, -yo.i, i.i, -i.i",ryou
省,8,9,"government ministry, conserve, omit","かえり.みる, はぶ.く","セイ, ショウ",目,eye,"kaeri.miru, habu.ku","sei, shou"
顧,1,21,"look back, review, examine oneself, turn around",かえり.みる,コ,頁,leaf,kaeri.miru,ko
顔,3,18,"face, expression",かお,ガン,頁,leaf,kao,gan
課,8,15,"chapter, lesson, section, department, division, counter for chapters (of a book)",None,カ,言,speech,None,ka
掲,3,11,"put up (a notice), put up, hoist, display, hang out, publish, describe",かか.げる,ケイ,手,hand,kaka.geru,kei
掻,3,11,"scratch, rake, comb, paddle, behead",か.く,ソウ,手,hand,ka.ku,sou
画,11,8,"brush-stroke, picture","えが.く, かく.する, かぎ.る, はかりごと, はか.る","ガ, カク, エ, カイ",田,field,"ega.ku, kaku.suru, kagi.ru, hakarigoto, haka.ru","ga, kaku, e, kai"
芸,8,7,"technique, art, craft, performance, acting, trick, stunt","う.える, のり, わざ","ゲイ, ウン",艸,grass,"u.eru, nori, waza","gei, un"
格,14,10,"status, rank, capacity, character, case (law, grammar)",None,"カク, コウ, キャク, ゴウ",木,tree,None,"kaku, kou, kyaku, gou"
拡,4,8,"broaden, extend, expand, enlarge","ひろ.がる, ひろ.げる, ひろ.める","カク, コウ",手,hand,"hiro.garu, hiro.geru, hiro.meru","kaku, kou"
散,8,12,"scatter, disperse, spend, squander","ち.る, ち.らす, -ち.らす, ち.らかす, ち.らかる, ち.らばる, ばら, ばら.ける",サン,攴,rap,"chi.ru, chi.rasu, -chi.rasu, chi.rakasu, chi.rakaru, chi.rabaru, bara, bara.keru",san
士,7,3,"gentleman, scholar, samurai, samurai radical (no. 33)",さむらい,シ,士,scholar,samurai,shi
各,5,6,"each, every, either",おのおの,カク,口,mouth,onoono,kaku
種,8,14,"species, kind, class, variety, seed","たね, -ぐさ",シュ,禾,grain,"tane, -gusa",shu
隔,5,13,"isolate, alternate, distance, separate, gulf","へだ.てる, へだ.たる",カク,dam,mound,"heda.teru, heda.taru",kaku
週,9,11,week,None,シュウ,辵,walk,None,shuu
確,13,15,"assurance, firm, tight, hard, solid, confirm, clear, evident","たし.か, たし.かめる","カク, コウ",石,stone,"tashi.ka, tashi.kameru","kaku, kou"
信,11,9,"faith, truth, fidelity, trust",None,シン,人,man,None,shin
新,12,13,new,"あたら.しい, あら.た, あら-, にい-",シン,斤,axe,"atara.shii, ara.ta, ara-, nii-",shin
譜,1,19,"musical score, music, note, staff, table, genealogy",None,フ,言,speech,None,fu
保,13,9,"protect, guarantee, keep, preserve, sustain, support",たも.つ,"ホ, ホウ",人,man,tamo.tsu,"ho, hou"
賭,2,15,"gamble, wager, bet","か.ける, かけ",ト,貝,shell,"ka.keru, kake",to
崖,1,11,"cliff, bluff, precipice","がけ, きし, はて","ガイ, ゲ, ギ",山,mountain,"gake, kishi, hate","gai, ge, gi"
駆,3,14,"drive, run, gallop, advance, inspire, impel","か.ける, か.る",ク,馬,horse,"ka.keru, ka.ru",ku
足,18,7,"leg, foot, be sufficient, counter for pairs of footwear","あし, た.りる, た.る, た.す",ソク,足,foot,"ashi, ta.riru, ta.ru, ta.su",soku
計,15,9,"plot, plan, scheme, measure","はか.る, はか.らう",ケイ,言,speech,"haka.ru, haka.rau",kei
加,14,5,"add, addition, increase, join, include, Canada","くわ.える, くわ.わる",カ,力,power,"kuwa.eru, kuwa.waru",ka
化,16,4,"change, take the form of, influence, enchant, delude, -ization","ば.ける, ば.かす, ふ.ける, け.する","カ, ケ",匕,spoon,"ba.keru, ba.kasu, fu.keru, ke.suru","ka, ke"
箇,2,14,counter for articles,None,"カ, コ",竹,bamboo,None,"ka, ko"
条,4,7,"article, clause, counter for articles, clauses, paragraphs, etc., twig, item, stripe, streak","えだ, すじ","ジョウ, チョウ, デキ",木,tree,"eda, suji","jou, chou, deki"
微,7,13,"delicate, minuteness, insignificance",かす.か,ビ,彳,step,kasu.ka,bi
霞,1,17,"be hazy, grow dim, blurred","かすみ, かす.む","カ, ゲ",雨,rain,"kasumi, kasu.mu","ka, ge"
擦,5,17,"grate, rub, scratch, scrape, chafe, scour","す.る, す.れる, -ず.れ, こす.る, こす.れる",サツ,手,hand,"su.ru, su.reru, -zu.re, kosu.ru, kosu.reru",satsu
火,14,4,fire,"ひ, -び, ほ-",カ,火,fire,"hi, -bi, ho-",ka
星,5,9,"star, spot, dot, mark","ほし, -ぼし","セイ, ショウ",日,sun,"hoshi, -boshi","sei, shou"
石,9,5,stone,いし,"セキ, シャク, コク",石,stone,ishi,"seki, shaku, koku"
河,4,8,river,かわ,カ,水,water,kawa,ka
川,2,3,"stream, river, river or three-stroke river radical (no. 47)",かわ,セン,巛,river,kawa,sen
繊,2,17,"slender, fine, thin kimono",None,セン,糸,silk,None,sen
過,16,12,"overdo, exceed, go beyond, error","す.ぎる, す.ごす, あやま.ち, あやま.つ, よぎ.る, よ.ぎる",カ,辵,walk,"su.giru, su.gosu, ayama.chi, ayama.tsu, yogi.ru, yo.giru",ka
疎,1,12,"alienate, rough, neglect, shun, sparse, penetrate","うと.い, うと.む, まば.ら","ソ, ショ",疋,bolt,"uto.i, uto.mu, maba.ra","so, sho"
片,9,4,"one-sided, leaf, sheet, right-side kata radical (no. 91)","かた-, かた",ヘン,片,slice,"kata-, kata",hen
傾,5,13,"lean, incline, tilt, trend, wane, sink, ruin, bias","かたむ.く, かたむ.ける, かたぶ.く, かた.げる, かし.げる",ケイ,人,man,"katamu.ku, katamu.keru, katabu.ku, kata.geru, kashi.geru",kei
傍,1,12,"bystander, side, besides, while, nearby, third person","かたわ.ら, わき, おか-, はた, そば",ボウ,人,man,"katawa.ra, waki, oka-, hata, soba",bou
花,11,7,flower,はな,"カ, ケ",艸,grass,hana,"ka, ke"
壇,1,16,"podium, stage, rostrum, terrace",None,"ダン, タン",土,earth,None,"dan, tan"
畜,4,10,"livestock, domestic fowl and animals",None,チク,田,field,None,chiku
且,1,5,"moreover, also, furthermore",か.つ,"ショ, ソ, ショウ",一,one,ka.tsu,"sho, so, shou"
致,3,10,"doth, do, send, forward, cause, exert, incur, engage",いた.す,チ,至,arrive,ita.su,chi
活,11,9,"lively, resuscitation, being helped, living","い.きる, い.かす, い.ける",カツ,水,water,"i.kiru, i.kasu, i.keru",katsu
併,1,8,"join, get together, unite, collective",あわ.せる,ヘイ,人,man,awa.seru,hei
叶,2,5,"grant, answer","かな.える, かな.う",キョウ,口,mouth,"kana.eru, kana.u",kyou
槌,1,13,"hammer, mallet",つち,ツイ,木,tree,tsuchi,tsui
予,15,4,"beforehand, previous, myself, I",あらかじ.め,"ヨ, シャ",亅,hook,arakaji.me,"yo, sha"
庇,1,7,"protect, shield, defend, eaves, canopy, penthouse, visor","ひさし, おお.う, かば.う",ヒ,广,house,"hisashi, oo.u, kaba.u",hi
株,2,10,"stocks, stump, shares, stock, counter for small plants",かぶ,シュ,木,tree,kabu,shu
幣,2,15,"cash, bad habit, humble prefix, gift, Shinto offerings of cloth, rope, cut paper",ぬさ,ヘイ,巾,turban,nusa,hei
噛,2,15,"chew, bite, gnaw","か.む, か.じる","コウ, ゴウ",口,mouth,"ka.mu, ka.jiru","kou, gou"
粥,1,12,rice gruel,"かゆ, かい, ひさ.ぐ","イク, シュク, ジュク",米,rice,"kayu, kai, hisa.gu","iku, shuku, juku"
絡,2,12,"entwine, coil around, get caught in","から.む, から.まる",ラク,糸,silk,"kara.mu, kara.maru",raku
労,7,7,"labor, thank for, reward for, toil, trouble","ろう.する, いたわ.る, いた.ずき, ねぎら, つか.れる, ねぎら.う",ロウ,力,power,"rou.suru, itawa.ru, ita.zuki, negira, tsuka.reru, negira.u",rou
簡,4,18,"simplicity, brevity","えら.ぶ, ふだ","カン, ケン",竹,bamboo,"era.bu, fuda","kan, ken"
易,6,8,"easy, ready to, simple, fortune-telling, divination","やさ.しい, やす.い","エキ, イ",日,sun,"yasa.shii, yasu.i","eki, i"
灌,1,20,pour,そそ.ぐ,カン,水,water,soso.gu,kan
漑,1,15,pour,そそ.ぐ,"ガイ, カイ",水,water,soso.gu,"gai, kai"
眼,4,11,eyeball,"まなこ, め","ガン, ゲン",目,eye,"manako, me","gan, gen"
球,6,11,"ball, sphere",たま,キュウ,jade,jade,tama,kyuu
玩,1,8,"play, take pleasure in, trifle with, make sport of","もちあそ.ぶ, もてあそ.ぶ",ガン,jade,jade,"mochiaso.bu, moteaso.bu",gan
具,13,8,"tool, utensil, means, possess, ingredients, counter for armor, suits, sets of furniture","そな.える, つぶさ.に",グ,八,eight,"sona.eru, tsubusa.ni",gu
潔,3,15,"undefiled, pure, clean, righteous, gallant",いさぎよ.い,ケツ,水,water,isagiyo.i,ketsu
還,3,16,"send back, return",かえ.る,カン,辵,walk,kae.ru,kan
看,4,9,"watch over, see",み.る,カン,目,eye,mi.ru,kan
漢,3,13,"Sino-, China",None,カン,水,water,None,kan
頑,3,13,"stubborn, foolish, firmly",かたく.な,ガン,頁,leaf,kataku.na,gan
勧,3,13,"persuade, recommend, advise, encourage, offer",すす.める,"カン, ケン",力,power,susu.meru,"kan, ken"
換,8,12,"interchange, period, change, convert, replace, renew","か.える, -か.える, か.わる",カン,手,hand,"ka.eru, -ka.eru, ka.waru",kan
監,2,15,"oversee, official, govt office, rule, administer",None,カン,皿,dish,None,kan
視,8,11,"inspection, regard as, see, look at",み.る,シ,見,see,mi.ru,shi
衆,6,12,"masses, great numbers, multitude, populace",おお.い,"シュウ, シュ",血,blood,oo.i,"shuu, shu"
丈,4,3,"length, ten shaku, measure, Mr., Ms., height, stature, all (one has), only, that's all, merely","たけ, だけ",ジョウ,一,one,"take, dake",jou
触,4,13,"contact, touch, feel, hit, proclaim, announce, conflict","ふ.れる, さわ.る, さわ",ショク,角,horn,"fu.reru, sawa.ru, sawa",shoku
肝,2,7,"liver, pluck, nerve, chutzpah",きも,カン,肉,meat,kimo,kan
腎,1,13,kidney,None,ジン,肉,meat,None,jin
税,7,12,"tax, duty",None,ゼイ,禾,grain,None,zei
岩,3,8,"boulder, rock, cliff",いわ,ガン,山,mountain,iwa,gan
染,6,9,"dye, color, paint, stain, print","そ.める, そ.まる, し.みる, し.み",セン,木,tree,"so.meru, so.maru, shi.miru, shi.mi",sen
幹,4,13,"tree trunk, main part, talent, capability",みき,カン,干,pestle,miki,kan
完,4,7,"perfect, completion, end",None,カン,宀,roof,None,kan
勘,4,11,"intuition, perception, check, compare, sixth sense",None,カン,力,power,None,kan
弁,9,5,"valve, petal, braid, speech, dialect, discrimination, dispose of, distinguish, conical cap","かんむり, わきま.える, わ.ける, はなびら, あらそ.う","ベン, ヘン",廾,two,"kanmuri, wakima.eru, wa.keru, hanabira, araso.u","ben, hen"
誘,4,14,"entice, lead, tempt, invite, ask, call for, seduce, allure","さそ.う, いざな.う",ユウ,言,speech,"saso.u, izana.u",yuu
与,5,3,"bestow, participate in, give, award, impart, provide, cause, gift, godsend","あた.える, あずか.る, くみ.する, ともに",ヨ,一,one,"ata.eru, azuka.ru, kumi.suru, tomoni",yo
寛,1,13,"tolerant, leniency, generosity, relax, feel at home, be at ease, broadminded","くつろ.ぐ, ひろ.い, ゆる.やか",カン,宀,roof,"kutsuro.gu, hiro.i, yuru.yaka",kan
容,11,10,"contain, form, looks",い.れる,ヨウ,宀,roof,i.reru,you
例,10,8,"example, custom, usage, precedent",たと.える,レイ,人,man,tato.eru,rei
貫,2,11,"pierce, 8 1/3lbs, penetrate, brace","つらぬ.く, ぬ.く, ぬき",カン,貝,shell,"tsuranu.ku, nu.ku, nuki",kan
禄,1,12,"fief, allowance, pension, grant, happiness","さいわ.い, ふち",ロク,示,sign,"saiwa.i, fuchi",roku
緩,5,15,"slacken, loosen, relax, lessen, be moderate, ease","ゆる.い, ゆる.やか, ゆる.む, ゆる.める",カン,糸,silk,"yuru.i, yuru.yaka, yuru.mu, yuru.meru",kan
案,10,10,"plan, suggestion, draft, ponder, fear, proposition, idea, expectation, worry, table, bench",つくえ,アン,木,tree,tsukue,an
危,6,6,"dangerous, fear, uneasy","あぶ.ない, あや.うい, あや.ぶむ",キ,卩,kneel,"abu.nai, aya.ui, aya.bumu",ki
企,2,6,"undertake, scheme, design, attempt, plan","くわだ.てる, たくら.む",キ,人,man,"kuwada.teru, takura.mu",ki
規,12,11,"standard, measure",None,キ,見,see,None,ki
飾,7,13,"decorate, ornament, adorn, embellish","かざ.る, かざ.り",ショク,食,eat,"kaza.ru, kaza.ri",shoku
機,16,16,"loom, mechanism, machine, airplane, opportunity, potency, efficacy, occasion",はた,キ,木,tree,hata,ki
聞,5,14,"hear, ask, listen","き.く, き.こえる","ブン, モン",耳,ear,"ki.ku, ki.koeru","bun, mon"
帰,7,10,"homecoming, arrive at, lead to, result in","かえ.る, かえ.す, おく.る, とつ.ぐ",キ,巾,turban,"kae.ru, kae.su, oku.ru, totsu.gu",ki
京,2,8,"capital, 10**16",みやこ,"キョウ, ケイ, キン",亠,lid,miyako,"kyou, kei, kin"
戯,1,15,"frolic, play, sport","たわむ.れる, ざ.れる, じゃ.れる","ギ, ゲ",戈,spear,"tawamu.reru, za.reru, ja.reru","gi, ge"
基,8,11,"fundamentals, radical (chem), counter for machines, foundation","もと, もとい",キ,土,earth,"moto, motoi",ki
喜,3,12,"rejoice, take pleasure in","よろこ.ぶ, よろこ.ばす",キ,口,mouth,"yoroko.bu, yoroko.basu",ki
既,2,10,"previously, already, long ago",すで.に,キ,无,perish,sude.ni,ki
婚,6,11,marriage,None,コン,女,woman,None,kon
記,15,10,"scribe, account, narrative",しる.す,キ,言,speech,shiru.su,ki
載,4,13,"ride, board, get on, place, spread, 10**44, record, publish","の.せる, の.る",サイ,車,cart,"no.seru, no.ru",sai
兆,2,6,"portent, 10**12, trillion, sign, omen, symptoms","きざ.す, きざ.し",チョウ,儿,legs,"kiza.su, kiza.shi",chou
質,15,15,"substance, quality, matter, temperament","たち, ただ.す, もと, わりふ","シツ, シチ, チ",貝,shell,"tachi, tada.su, moto, warifu","shitsu, shichi, chi"
期,17,12,"period, time, date, term",None,"キ, ゴ",月,moon,None,"ki, go"
象,7,12,"elephant, pattern after, imitate, image, shape, sign (of the times)",かたど.る,"ショウ, ゾウ",豕,pig,katado.ru,"shou, zou"
傷,7,13,"wound, hurt, injure, impair, pain, injury, cut, gash, scar, weak point","きず, いた.む, いた.める",ショウ,人,man,"kizu, ita.mu, ita.meru",shou
犠,1,17,sacrifice,いけにえ,"ギ, キ",牛,cow,ikenie,"gi, ki"
牲,1,9,"animal sacrifice, offering",None,セイ,牛,cow,None,sei
汽,2,7,"vapor, steam",None,キ,水,water,None,ki
船,7,11,"ship, boat","ふね, ふな-",セン,舟,boat,"fune, funa-",sen
贈,3,18,"presents, send, give to, award to, confer on, presenting something",おく.る,"ゾウ, ソウ",貝,shell,oku.ru,"zou, sou"
偽,1,11,"falsehood, lie, deceive, pretend, counterfeit, forgery","いつわ.る, にせ, いつわ.り","ギ, カ",人,man,"itsuwa.ru, nise, itsuwa.ri","gi, ka"
族,3,11,"tribe, family",None,ゾク,方,square,None,zoku
題,11,18,"topic, subject",None,ダイ,頁,leaf,None,dai
鍛,1,17,"forge, discipline, train",きた.える,タン,金,metal,kita.eru,tan
几,1,2,"table, table enclosure, table or windy radical (no. 16)",きにょう,キ,几,table,kinyou,ki
帳,4,11,"notebook, account book, album, curtain, veil, net, tent",とばり,チョウ,巾,turban,tobari,chou
起,8,10,"rouse, wake up, get up","お.きる, お.こる, お.こす, おこ.す, た.つ",キ,走,run,"o.kiru, o.koru, o.kosu, oko.su, ta.tsu",ki
軌,1,9,"rut, wheel, track, model, way of doing",None,キ,車,cart,None,ki
能,15,10,"ability, talent, skill, capacity","よ.く, あた.う",ノウ,肉,meat,"yo.ku, ata.u",nou
範,3,15,"pattern, example, model",None,ハン,竹,bamboo,None,han
風,16,9,"wind, air, style, manner","かぜ, かざ-","フウ, フ",風,wind,"kaze, kaza-","fuu, fu"
伏,2,6,"prostrated, bend down, bow, cover, lay (pipes)","ふ.せる, ふ.す",フク,人,man,"fu.seru, fu.su",fuku
模,6,14,"imitation, copy, mock",None,"モ, ボ",木,tree,None,"mo, bo"
真,25,10,"true, reality, Buddhist sect","ま, ま-, まこと",シン,目,eye,"ma, ma-, makoto",shin
末,9,5,"end, close, tip, powder, posterity","すえ, うら, うれ","マツ, バツ",木,tree,"sue, ura, ure","matsu, batsu"
脚,4,11,"skids, leg, undercarriage, lower part, base",あし,"キャク, キャ, カク",肉,meat,ashi,"kyaku, kya, kaku"
転,21,11,"revolve, turn around, change","ころ.がる, ころ.げる, ころ.がす, ころ.ぶ, まろ.ぶ, うたた, うつ.る, くる.めく",テン,車,cart,"koro.garu, koro.geru, koro.gasu, koro.bu, maro.bu, utata, utsu.ru, kuru.meku",ten
華,4,10,"splendor, flower, petal, shine, luster, ostentatious, showy, gay, gorgeous",はな,"カ, ケ",艸,grass,hana,"ka, ke"
奢,1,12,"extravagance, luxury","おご.る, おご.り",シャ,大,big,"ogo.ru, ogo.ri",sha
客,7,9,"guest, visitor, customer, client",None,"キャク, カク",宀,roof,None,"kyaku, kaku"
救,5,11,"salvation, save, help, rescue, reclaim",すく.う,キュウ,攴,rap,suku.u,kyuu
援,4,12,"abet, help, save",None,エン,手,hand,None,en
